DAC_sector_code,DAC_sector_name,DAC_5_code,DAC_5_name,CRS_code,DESCRIPTION,notes,parent_code,cc_id
311,AGRICULTURE,,,31161,Food crop production,"Including grains (wheat, rice, barley, maize, rye, oats, millet, sorghum); horticulture; vegetables; fruit and berries; other annual and perennial crops. [Use code 32161 for agro-industries.]",,3.3.4
311,AGRICULTURE,,,31162,Industrial crops/export crops,"Including sugar; coffee, cocoa, tea; oil seeds, nuts, kernels; fibre crops; tobacco; rubber.  [Use code 32161 for agro-industries.]",,3.3.5
311,AGRICULTURE,,,31163,Livestock,Animal husbandry; animal feed aid.,,3.3.6
311,AGRICULTURE,,,31164,Agrarian reform,Including agricultural sector adjustment.,,3.3.8
311,AGRICULTURE,,,31165,Agricultural alternative development,Projects to reduce illicit drug cultivation through other agricultural marketing and production opportunities (see code 43050 for non-agricultural alternative development).,,3.3.8
311,AGRICULTURE,,,31166,Agricultural extension,Non-formal training in agriculture.,,3.3.7
311,AGRICULTURE,,,31181,Agricultural education/training,,,3.3.7
311,AGRICULTURE,,,31182,Agricultural research,"Plant breeding, physiology, genetic resources, ecology, taxonomy, disease control, agricultural bio-technology; including livestock research (animal health, breeding and genetics, nutrition, physiology).",,3.3.8
311,AGRICULTURE,,,31191,Agricultural services,"Marketing policies & organisation; storage and transportation, creation of strategic reserves.",,3.3.9
311,AGRICULTURE,,,31192,Plant and post-harvest protection and pest control,"Including integrated plant protection, biological plant protection activities, supply and management of agrochemicals, supply of pesticides, plant protection policy and legislation.",,3.3.9
311,AGRICULTURE,,,31193,Agricultural financial services,Financial intermediaries for the agricultural sector including credit schemes; crop insurance.,,3.3.9
311,AGRICULTURE,,,31194,Agricultural co-operatives,Including farmers' organisations.,,3.3.9
311,AGRICULTURE,,,31195,Livestock/veterinary services,"Animal health and management, genetic resources, feed resources.",,3.3.6
312,FORESTRY,,,31210,Forestry policy and administrative management,"Forestry sector policy, planning and programmes; institution capacity building and advice; forest surveys; unspecified forestry and agro-forestry activities.",,3.4.1
312,FORESTRY,,,31220,Forestry development,"Afforestation for industrial and rural consumption; exploitation and utilisation; erosion control, desertification control; integrated forestry projects.",,3.4.2
312,FORESTRY,,,31261,Fuelwood/charcoal,Forestry development whose primary purpose is production of fuelwood and charcoal.,,3.4.2
312,FORESTRY,,,31281,Forestry education/training,,,3.4.3
312,FORESTRY,,,31282,Forestry research,"Including artificial regeneration, genetic improvement, production methods, fertilizer, harvesting.",,3.4.4
312,FORESTRY,,,31291,Forestry services,,,3.4.2
313,FISHING,,,31310,Fishing policy and administrative management,"Fishing sector policy, planning and programmes; institution capacity building and advice; ocean and coastal fishing; marine and freshwater fish surveys and prospecting; fishing boats/equipment; unspecified fishing activities.",,3.5.1
313,FISHING,,,31320,Fishery development,Exploitation and utilisation of fisheries; fish stock protection; aquaculture; integrated fishery projects.,,3.5.2
313,FISHING,,,31381,Fishery education/training,,,3.5.3
313,FISHING,,,31382,Fishery research,Pilot fish culture; marine/freshwater biological research.,,3.5.4
313,FISHING,,,31391,Fishery services,Fishing harbours; fish markets; fishery transport and cold storage.,,3.5.2
321,INDUSTRY,,,32110,Industrial policy and administrative management,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below.",,3.9.1
321,INDUSTRY,,,32120,Industrial development,,,3.9.2
321,INDUSTRY,,,32130,Small and medium-sized enterprises (SME) development,"Direct support to the development of small and medium-sized enterprises in the industrial sector, including accounting, auditing and advisory services.",,3.9.2
321,INDUSTRY,,,32140,Cottage industries and handicraft,,,3.9.4
321,INDUSTRY,,,32161,Agro-industries,"Staple food processing, dairy products, slaughter houses and equipment, meat and fish processing and preserving, oils/fats, sugar refineries, beverages/tobacco, animal feeds production.",,3.9.4
321,INDUSTRY,,,32162,Forest industries,"Wood production, pulp/paper production.",,3.9.4
321,INDUSTRY,,,32163,"Textiles, leather and substitutes",Including knitting factories. ,,3.9.4
321,INDUSTRY,,,32164,Chemicals ,Industrial and non-industrial production facilities; includes pesticides production.,,3.9.4
321,INDUSTRY,,,32165,Fertilizer plants,,,3.9.4
321,INDUSTRY,,,32166,Cement/lime/plaster,,,3.9.4
321,INDUSTRY,,,32167,Energy manufacturing,Including gas liquefaction; petroleum refineries.,,3.9.4
321,INDUSTRY,,,32168,Pharmaceutical production,"Medical equipment/supplies; drugs, medicines, vaccines; hygienic products.",,3.9.4
321,INDUSTRY,,,32169,Basic metal industries,"Iron and steel, structural metal production.",,3.9.4
321,INDUSTRY,,,32170,Non-ferrous metal industries,,,3.9.4
321,INDUSTRY,,,32171,Engineering,"Manufacturing of electrical and non-electrical machinery, engines/turbines.",,3.9.4
321,INDUSTRY,,,32172,Transport equipment industry,"Shipbuilding, fishing boats building; railroad equipment; motor vehicles and motor passenger cars; aircraft; navigation/guidance systems.",,3.9.4
321,INDUSTRY,,,32182,Technological research and development,Including industrial standards; quality management; metrology;  testing;  accreditation;  certification.,,3.9.3
322,MINERAL RESOURCES AND MINING,,,32210,Mineral/mining policy and administrative management,"Mineral and mining sector policy, planning and programmes;  mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice;  unspecified mineral resources exploitation.",,0
322,MINERAL RESOURCES AND MINING,,,32211,"Minerals and mining policy, planning and administration",,32210,3.7.1
322,MINERAL RESOURCES AND MINING,,,32212,Other fuel services,,32210,3.7.6
322,MINERAL RESOURCES AND MINING,,,32220,Mineral prospection and exploration,"Geology, geophysics, geochemistry;  excluding hydrogeology (14010) and environmental geology (41010), mineral extraction and processing, infrastructure, technology, economics, safety and environment management.",,3.7.2
322,MINERAL RESOURCES AND MINING,,,32261,Coal,Including lignite and peat.,,3.7.3
322,MINERAL RESOURCES AND MINING,,,32262,Oil and gas,"Petroleum, natural gas, condensates, liquefied petroleum gas (LPG), liquefied natural gas (LNG);  including drilling and production.",,3.7.4
322,MINERAL RESOURCES AND MINING,,,32263,Ferrous metals,Iron and ferro-alloy metals.,,3.7.6
322,MINERAL RESOURCES AND MINING,,,32264,Nonferrous metals,"Aluminium, copper, lead, nickel, tin, zinc.",,3.7.6
322,MINERAL RESOURCES AND MINING,,,32265,Precious metals/materials,"Gold, silver, platinum, diamonds, gemstones.",,3.7.6
322,MINERAL RESOURCES AND MINING,,,32266,Industrial minerals,"Baryte, limestone, feldspar, kaolin, sand, gypsym, gravel, ornamental stones.",,3.7.6
322,MINERAL RESOURCES AND MINING,,,32267,Fertilizer minerals,"Phosphates, potash.",,3.7.6
322,MINERAL RESOURCES AND MINING,,,32268,Offshore minerals,"Polymetallic nodules, phosphorites, marine placer deposits.",,3.7.6
323,CONSTRUCTION,,,32310,Construction policy and administrative management,"Construction sector policy and planning; excluding construction activities within specific sectors (e.g., hospital or school construction).",,0
323,CONSTRUCTION,,,32311,"Construction policy, planning and administration",,32310,3.2.1
323,CONSTRUCTION,,,32312,Construction regulation,,32310,3.2.2
323,CONSTRUCTION,,,32313,Mechanical services,,32310,3.2.3
332,TOURISM,,,33210,Tourism policy and administrative management,,,0
332,TOURISM,,,33211,"Tourism policy, planning and administration",,33210,3.11.1
332,TOURISM,,,33212,Tourism services,,33210,3.11.2
331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,,,33110,Trade policy and administrative management,,,3.1.5
331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,,,33120,Trade facilitation,,,3.1.5
331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,,,33130,Regional trade agreements (RTAs),,,3.1.5
331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,,,33140,Multilateral trade negotiations,,,3.1.5
331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,,,33150,Trade-related adjustment,,,3.1.5
331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,,,33181,Trade education/training,,,3.1.5
400,MULTISECTOR/CROSS-CUTTING,410,General environmental protection,41010,Environmental policy and administrative management,,,4.2.1
400,MULTISECTOR/CROSS-CUTTING,410,General environmental protection,41020,Biosphere protection,,,4.2.3
400,MULTISECTOR/CROSS-CUTTING,410,General environmental protection,41030,Bio-diversity,,,4.2.5
400,MULTISECTOR/CROSS-CUTTING,410,General environmental protection,41040,Site preservation,,,4.2.5
400,MULTISECTOR/CROSS-CUTTING,410,General environmental protection,41050,Flood prevention/control,,,4.2.4
400,MULTISECTOR/CROSS-CUTTING,410,General environmental protection,41081,Environmental education/ training,,,4.2.2
400,MULTISECTOR/CROSS-CUTTING,410,General environmental protection,41082,Environmental research,,,4.2.2
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43010,Multisector aid,,,0
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43030,Urban development and management,Integrated urban development projects; local development and urban management; urban infrastructure and services; municipal finances; urban environmental management; urban development and planning; urban renewal and urban housing; land information systems.,,0
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43031,Rural land policy and management,,43040,5.4.6
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43032,Rural development,,43040,5.4.7
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43040,Rural development,"Integrated rural development projects;  e.g. regional development planning;  promotion of decentralised and multi-sectoral competence for planning, co-ordination and management;  implementation of regional development and measures (including natural reserve management);  land management;  land use planning; land settlement and resettlement activities [excluding resettlement of refugees and internally displaced persons (72010)]; functional integration of rural and urban areas;  geographical information systems.",,0
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43041,Urban land policy and management,,43030,5.4.13
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43042,Urban development,,43030,5.4.8
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43050,Non-agricultural alternative development,"Projects to reduce illicit drug cultivation through, for example, non-agricultural income opportunities, social and physical infrastructure (see code 31165 for agricultural alternative development).",,
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43081,Multisector education/training,Including scholarships.,,0
400,MULTISECTOR/CROSS-CUTTING,430,Other multisector,43082,Research/scientific institutions,When sector cannot be identified.,,0
500,COMMODITY AID AND GENERAL PROGRAMME ASSISTANCE,510,General budget support,51010,General budget support,"Unearmarked contributions to the government budget; support for the implementation of macroeconomic reforms (structural adjustment programmes, poverty reduction strategies); general programme assistance (when not allocable by sector).",,0
500,COMMODITY AID AND GENERAL PROGRAMME ASSISTANCE,520,Developmental food aid/Food security assistance,52010,Food aid/Food security programmes,Supply of edible human food under national or international programmes including transport costs; cash payments made for food supplies; project food aid and food aid for market sales when benefiting sector not specified; excluding emergency food aid.,,0
500,COMMODITY AID AND GENERAL PROGRAMME ASSISTANCE,530,Other commodity assistance,53030,Import support (capital goods),Capital goods and services; lines of credit.,,0
500,COMMODITY AID AND GENERAL PROGRAMME ASSISTANCE,530,Other commodity assistance,53040,Import support (commodities),"Commodities, general goods and services, oil imports.",,0
600,ACTION RELATING TO DEBT,,,60010,Action relating to debt,Actions falling outside the code headings below.,,0
600,ACTION RELATING TO DEBT,,,60020,Debt forgiveness ,,,0
600,ACTION RELATING TO DEBT,,,60030,Relief of multilateral debt,Grants or credits to cover debt owed to multilateral financial institutions; including contributions to Heavily Indebted Poor Countries (HIPC) Trust Fund.,,0
600,ACTION RELATING TO DEBT,,,60040,Rescheduling and refinancing,,,0
600,ACTION RELATING TO DEBT,,,60061,Debt for development swap,"Allocation of debt claims to use for development (e.g., debt for education, debt for environment).",,0
600,ACTION RELATING TO DEBT,,,60062,Other debt swap,Where the debt swap benefits an external agent i.e. is not specifically for development purposes.,,0
600,ACTION RELATING TO DEBT,,,60063,Debt buy-back,Purchase of debt for the purpose of cancellation.,,0
700,HUMANITARIAN AID ,720,Emergency Response,72010,Material relief assistance and services ,"Shelter, water, sanitation and health services, supply of medicines and other non-food relief items; assistance to refugees and  internally displaced people in developing countries other than for food (72040) or protection (72050).  ",,0
700,HUMANITARIAN AID ,720,Emergency Response,72011,Emergency relief,,72010,5.4.10
700,HUMANITARIAN AID ,720,Emergency Response,72012,Support to refugees and internally displaced persons,,72010,5.4.12
700,HUMANITARIAN AID ,720,Emergency Response,72040,Emergency food aid,Food aid normally for general free distribution or special supplementary feeding programmes; short-term relief to targeted population groups affected by emergency situations.  Excludes non-emergency food security assistance programmes/food aid (52010).,,5.4.10
700,HUMANITARIAN AID ,720,Emergency Response,72050,Relief co-ordination; protection and support services ,"Measures to co-ordinate delivery of humanitarian aid, including logistics and communications systems;  measures to promote and protect the safety, well-being, dignity and integrity of civilians and those no longer taking part in hostilities.  (Activities designed to protect the security of persons or property through the use or display of force are not reportable as ODA.)                                                                                                                                                ",,5.4.10
700,HUMANITARIAN AID ,730,Reconstruction relief and rehabilitation,73010,Reconstruction relief and rehabilitation,"Short-term reconstruction work after emergency or conflict limited to restoring pre-existing infrastructure (e.g. repair or construction of roads, bridges and ports, restoration of essential facilities, such as water and sanitation, shelter, health care services); social and economic rehabilitation in the aftermath of emergencies to facilitate transition and enable populations to return to their previous livelihood or develop a new livelihood in the wake of an emergency situation (e.g. trauma counselling and treatment, employment programmes). ",,5.4.11
700,HUMANITARIAN AID ,740,Disaster prevention and preparedness,74010,Disaster prevention and preparedness,"Disaster risk reduction activities (e.g. developing knowledge, natural risks cartography, legal norms for construction); early warning systems; emergency contingency stocks and contingency planning including preparations for forced displacement. ",,5.4.11
910,ADMINISTRATIVE COSTS OF DONORS,,,91010,Administrative costs,,,0
910,ADMINISTRATIVE COSTS OF DONORS,,,91011,Donor country office policy planning and administration,,91010,6.1.1
910,ADMINISTRATIVE COSTS OF DONORS,,,91012,Donor country office technical staff services,,91010,6.1.2
910,ADMINISTRATIVE COSTS OF DONORS,,,91013,Other administrative costs,,91010,0
930,REFUGEES IN DONOR COUNTRIES,,,93010,Refugees in donor countries,,,0
998,UNALLOCATED/  UNSPECIFIED,,,99810,Sectors not specified,Contributions to general development of the recipient should be included under programme assistance (51010).,,0
998,UNALLOCATED/  UNSPECIFIED,,,99820,Promotion of development awareness,"Spending in donor country for heightened awareness/interest in development co-operation (brochures, lectures, special research projects, etc.).",,0
